Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Has_Cabin,FamilySize,IsAlone,Embarked_Q,Embarked_S,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior
0,3,1,,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,False,False,False,False
0,2,1,0.15764792449077594,1,0,1.0354991703445116,0,0.8791481280665769,0,False,False,False,True,False,False
1,2,0,0.15764792449077594,0,0,-0.2656094083883393,1,-0.584020387675433,1,False,True,False,True,False,False
1,3,1,-1.3492797791717432,1,0,-0.3996241712574475,0,0.8791481280665769,0,False,False,False,False,False,False
0,3,1,,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,False,False,False
1,3,1,-0.46717575751563445,0,0,-0.7121194950152496,0,-0.584020387675433,1,False,True,False,True,False,False
1,3,0,,1,1,0.4476649790074265,1,2.3423166438085867,0,False,False,False,False,False,False
0,3,1,1.076506280382556,0,0,-0.724825097569012,0,-0.584020387675433,1,False,True,False,False,True,False
0,3,1,0.19440225872644715,0,0,-0.6546432209553085,0,-0.584020387675433,1,False,False,False,True,False,False
0,3,1,-0.7612104314010041,0,0,-0.7191087196953936,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,0,1.2235236173252408,1,0,-0.15128185091597268,0,0.8791481280665769,0,False,True,False,False,True,False
1,2,0,-0.09963241515892246,1,0,0.7252294230388382,0,0.8791481280665769,0,False,True,False,True,False,False
0,2,1,-0.3936670890442921,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,-0.5406844259869769,0,0,-0.10968186367036088,0,-0.584020387675433,1,False,False,False,True,False,False
1,1,0,-0.8347190998723465,0,2,0.7468220877267859,1,2.3423166438085867,0,False,True,False,True,False,False
0,1,1,0.48843693261181675,1,0,2.790747294706262,1,0.8791481280665769,0,False,True,False,False,True,False
0,3,1,-1.0552451052863736,0,0,-0.5539663738451425,0,-0.584020387675433,1,False,True,True,False,False,False
0,3,0,,0,2,-0.09443818934071205,0,2.3423166438085867,0,False,False,False,False,False,False
1,3,0,-0.6141930944583193,0,0,-0.6657558595416225,0,-0.584020387675433,1,False,True,False,True,False,False
1,3,0,-0.46717575751563445,1,0,-0.048387049190842725,0,0.8791481280665769,0,False,True,False,True,False,False
0,3,1,-0.8347190998723465,0,0,-0.7419742311898669,0,-0.584020387675433,1,True,False,False,True,False,False
0,2,1,-0.9082277683436889,0,0,-0.37993696586070597,0,-0.584020387675433,1,False,True,True,False,False,False
0,2,1,-0.8347190998723465,1,1,1.5445769182574658,0,2.3423166438085867,0,False,True,False,True,False,False
1,3,1,-0.24664975210160728,0,0,-0.662265058120133,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,0.45168259837614555,0,2,0.7252294230388382,1,2.3423166438085867,0,False,True,False,False,True,False
0,2,1,0.8559802749685288,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,False,True,False
0,2,1,1.5175582912106103,0,0,-0.3018131349212554,0,-0.584020387675433,1,False,True,False,False,True,False
0,3,1,1.8483472993316512,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,False,False,True,False
0,3,1,0.7457172722615152,0,2,-0.15128185091597268,0,2.3423166438085867,0,False,True,False,False,True,False
0,3,1,,0,0,-0.6991013971377295,0,-0.584020387675433,1,False,True,False,False,False,False
0,1,1,1.5175582912106103,0,1,3.421774437256407,0,0.8791481280665769,0,False,False,False,False,True,False
1,3,0,-1.0552451052863736,0,0,-0.6670287063481483,0,-0.584020387675433,1,True,False,True,False,False,False
0,3,1,-0.026123746687580066,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,,0,0,-0.5962065954125996,0,-0.584020387675433,1,False,True,False,False,False,False
0,3,1,1.0029976119112136,0,1,-0.02933245627878148,0,0.8791481280665769,0,False,True,False,False,True,False
1,2,0,0.708962938025844,0,0,-0.056008886355667135,0,-0.584020387675433,1,False,True,False,False,True,False
0,3,1,-0.3201584205729497,0,0,-0.6638504002504164,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.9817364368150313,0,0,-0.5962065954125996,0,-0.584020387675433,1,False,True,True,False,False,False
1,3,1,-1.5698057845857705,0,2,0.3079338382646999,0,2.3423166438085867,0,False,True,False,False,False,False
1,1,0,,0,1,2.9355622008379267,1,0.8791481280665769,0,False,True,False,False,False,False
0,1,1,,0,0,0.71951304516522,0,-0.584020387675433,1,False,True,False,False,False,False
0,3,1,-0.17314108363026487,0,0,3.049569641149371,0,-0.584020387675433,1,False,True,False,True,False,False
0,1,1,2.2526449759240346,0,0,1.2968672104006715,1,-0.584020387675433,1,False,True,False,False,False,True
1,3,0,-2.1578751323565095,1,1,-0.40788624274411717,0,2.3423166438085867,0,False,True,False,False,False,False
0,3,1,-0.6877017629296617,0,0,-0.6524176445031797,0,-0.584020387675433,1,False,True,False,True,False,False
0,1,1,1.8851016335673223,0,0,1.0831356526246643,1,-0.584020387675433,1,False,False,False,False,True,False
0,3,1,-0.9082277683436889,1,1,-0.6578139052158756,0,2.3423166438085867,0,False,True,True,False,False,False
0,1,0,1.4440496227392678,0,0,0.9319717561347012,1,-0.584020387675433,1,False,False,False,False,True,False
0,2,1,-0.026123746687580066,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,0.41492826414047435,0,0,-1.2564482398155168,0,-0.584020387675433,1,False,True,False,False,True,False
0,2,1,,0,0,-0.10936174650943818,0,-0.584020387675433,1,False,False,False,False,False,False
1,3,0,-1.9373491269424825,0,2,0.42226139573706656,0,2.3423166438085867,0,False,True,False,False,False,False
0,1,1,,0,0,2.5544703425967046,1,-0.584020387675433,1,False,True,False,False,False,False
1,3,0,,1,0,-0.07506347926772824,0,0.8791481280665769,0,True,False,False,False,False,False
1,1,1,1.076506280382556,0,0,0.7671495274453727,0,-0.584020387675433,1,False,True,False,False,True,False
0,3,1,0.708962938025844,1,1,-0.07506347926772824,0,2.3423166438085867,0,True,False,False,False,True,False
0,3,1,0.41492826414047435,0,0,-0.6546432209553085,0,-0.584020387675433,1,False,True,False,False,True,False
1,2,0,0.12089359025510474,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,-0.8347190998723465,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,True,False,False
1,3,0,-0.8347190998723465,1,0,-0.6578139052158756,0,0.8791481280665769,0,False,True,False,True,False,False
1,2,1,-2.0108577954138247,1,1,0.7252294230388382,1,2.3423166438085867,0,False,True,False,False,False,False
1,1,0,1.0029976119112136,0,0,0.8563859969711373,1,-0.584020387675433,1,False,False,False,False,True,False
0,3,1,,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,False,False,False
0,3,1,0.8559802749685288,0,1,-0.6158938008093411,0,0.8791481280665769,0,False,True,False,False,True,False
1,3,0,,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,False,False,False
0,2,0,-0.46717575751563445,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.17314108363026487,0,0,-0.5323737091571948,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,0.26791092719778953,0,0,-0.7613489412628508,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,1.1132606146182271,0,0,-0.7057705046569509,0,-0.584020387675433,1,False,False,False,False,True,False
1,3,1,-0.9082277683436889,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,True,False,False,False
0,3,0,-2.0843664638851673,0,1,-0.45901352644575955,1,0.8791481280665769,0,False,True,False,False,False,False
0,3,1,0.12089359025510474,1,0,-0.048387049190842725,0,0.8791481280665769,0,False,True,False,True,False,False
1,3,1,-0.3201584205729497,0,0,0.17550441752587542,0,-0.584020387675433,1,False,False,False,True,False,False
1,3,0,-1.0552451052863736,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,True,False,False,False
1,1,1,0.708962938025844,0,0,1.1063212812800605,1,-0.584020387675433,1,False,False,False,False,True,False
0,3,1,-0.46717575751563445,0,0,-0.7191087196953936,0,-0.584020387675433,1,False,True,False,True,False,False
1,2,0,0.34141959566913194,0,0,0.3441375647976161,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.6141930944583193,0,0,-0.7038650453657448,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,-0.026123746687580066,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,,1,0,-0.6657558595416225,0,0.8791481280665769,0,True,False,False,False,False,False
1,3,0,-0.24664975210160728,0,0,-0.6524176445031797,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,0.8559802749685288,1,0,0.8014477946870827,0,0.8791481280665769,0,False,True,False,False,True,False
0,2,1,-0.026123746687580066,0,0,-0.4561553375089504,0,-0.584020387675433,1,False,True,False,True,False,False
1,3,1,-1.0552451052863736,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,True,False,False,False
0,2,1,-0.24664975210160728,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,1.5175582912106103,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,False,False,True,False
0,3,1,,0,0,-0.6546432209553085,0,-0.584020387675433,1,False,True,False,False,False,False
0,3,1,-0.6141930944583193,0,0,-0.5438064649044315,0,-0.584020387675433,1,False,True,False,True,False,False
1,2,1,-0.8347190998723465,0,0,-0.4561553375089504,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.7244560971653329,0,0,-0.7038650453657448,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,-0.9082277683436889,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,True,False,False,False
0,3,1,-0.09963241515892246,0,0,-0.6638504002504164,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,2.1056276389813497,0,0,-0.2275002225642171,0,-0.584020387675433,1,False,True,False,False,True,False
0,2,1,-0.46717575751563445,0,0,-0.4561553375089504,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,0,,0,0,-0.6809995338712714,0,-0.584020387675433,1,False,True,False,False,False,False
0,2,1,1.0029976119112136,1,0,0.7252294230388382,0,0.8791481280665769,0,False,True,False,False,True,False
1,2,0,-1.6433144530571129,0,2,0.7442840159508993,0,2.3423166438085867,0,False,True,False,False,False,False
0,2,1,-0.8347190998723465,0,0,-0.4561553375089504,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,0.19440225872644715,0,0,-0.3208677278333165,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,0,,1,0,-0.15477265233746226,0,0.8791481280665769,0,False,False,False,False,False,False
1,3,0,,1,0,-0.07506347926772824,0,0.8791481280665769,0,True,False,False,False,False,False
0,2,1,-0.09963241515892246,0,0,-0.4561553375089504,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.6141930944583193,0,0,-0.7133923418217754,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.026123746687580066,0,0,-0.7057705046569509,0,-0.584020387675433,1,False,False,False,True,False,False
0,3,0,-0.3936670890442921,0,0,-0.6638504002504164,0,-0.584020387675433,1,False,True,False,True,False,False
1,2,0,-0.46717575751563445,0,2,-0.15128185091597268,0,2.3423166438085867,0,False,True,False,True,False,False
1,1,1,0.48843693261181675,1,1,2.7491473074606505,1,2.3423166438085867,0,False,True,False,False,True,False
0,2,1,1.7380842966246375,1,0,0.7252294230388382,0,0.8791481280665769,0,False,True,False,False,True,False
0,3,1,,0,0,-0.7038650453657448,0,-0.584020387675433,1,False,True,False,False,False,False
0,3,0,-0.09963241515892246,1,1,-0.45901352644575955,1,2.3423166438085867,0,False,True,False,True,False,False
0,1,1,2.3261536443953768,0,0,0.7671495274453727,1,-0.584020387675433,1,False,True,False,False,False,True
0,3,1,-0.026123746687580066,1,0,-0.02933245627878148,0,0.8791481280665769,0,False,True,False,True,False,False
0,3,0,0.7824716064971864,0,2,0.28411559712462353,0,2.3423166438085867,0,False,True,False,False,True,False
1,3,0,-0.09963241515892246,0,2,-0.09443818934071205,0,2.3423166438085867,0,False,False,False,True,False,False
1,2,0,1.4440496227392678,0,1,0.7252294230388382,0,0.8791481280665769,0,False,True,False,False,True,False
0,3,1,,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,False,False,False
0,1,1,0.708962938025844,0,0,-1.2564482398155168,1,-0.584020387675433,1,False,True,False,False,True,False
0,3,0,,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,False,False,False
0,2,1,0.41492826414047435,0,0,-0.4561553375089504,0,-0.584020387675433,1,False,True,False,False,True,False
1,3,1,-0.3936670890442921,1,0,-0.6638504002504164,0,0.8791481280665769,0,False,True,False,True,False,False
0,1,1,,0,0,1.1063212812800605,0,-0.584020387675433,1,False,True,False,False,False,False
1,3,1,-0.3936670890442921,0,0,-1.2564482398155168,0,-0.584020387675433,1,False,True,False,True,False,False
1,2,0,0.7824716064971864,0,1,0.22981000732524948,0,0.8791481280665769,0,False,True,False,False,True,False
0,1,1,0.48843693261181675,0,1,1.0072373981373426,1,0.8791481280665769,0,False,False,False,False,True,False
1,3,0,,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,False,False,False
0,3,0,1.076506280382556,0,0,-0.6657558595416225,0,-0.584020387675433,1,False,True,False,False,True,False
0,2,1,,0,0,-1.2564482398155168,0,-0.584020387675433,1,False,True,False,False,False,False
1,3,0,0.34141959566913194,1,1,0.2869737860614328,0,2.3423166438085867,0,False,True,False,True,False,False
0,3,1,2.546679649809404,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,False,False,True
0,3,1,-0.17314108363026487,0,0,-0.6578139052158756,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-1.0552451052863736,0,0,-0.5323737091571948,0,-0.584020387675433,1,False,True,True,False,False,False
1,3,1,-0.8347190998723465,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,False,True,False,False
0,1,1,,0,0,0.7252294230388382,1,-0.584020387675433,1,False,True,False,False,False,False
0,3,1,0.19440225872644715,0,0,-0.5962065954125996,0,-0.584020387675433,1,False,False,False,True,False,False
1,3,1,-0.026123746687580066,0,0,-0.5323737091571948,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.6141930944583193,0,0,-0.6546432209553085,0,-0.584020387675433,1,False,True,False,True,False,False
1,2,1,0.8559802749685288,0,0,-0.2656094083883393,0,-0.584020387675433,1,False,True,False,False,True,False
1,3,0,-0.6141930944583193,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,True,False,False
0,2,1,0.41492826414047435,0,0,-0.27513670484436986,1,-0.584020387675433,1,False,False,False,False,True,False
0,3,0,-0.46717575751563445,0,0,-0.5819156507285537,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.46717575751563445,0,0,-0.6546432209553085,0,-0.584020387675433,1,False,True,False,True,False,False
0,1,1,,0,0,0.8563859969711373,0,-0.584020387675433,1,False,False,False,False,False,False
0,3,1,-0.5039300917513057,0,0,-0.7054503874960284,0,-0.584020387675433,1,False,False,False,True,False,False
1,1,1,,0,0,1.0682120954559382,1,-0.584020387675433,1,False,True,False,False,False,False
1,3,0,,0,0,-0.6657558595416225,0,-0.584020387675433,1,True,False,False,False,False,False
1,3,1,,2,0,0.5156289010061661,0,2.3423166438085867,0,True,False,False,False,False,False
0,3,1,-0.8347190998723465,0,0,-1.2564482398155168,0,-0.584020387675433,1,False,True,False,True,False,False
1,2,0,,0,0,-0.31515134995969823,1,-0.584020387675433,1,True,False,False,False,False,False
0,3,1,,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,False,False,False,False
0,2,1,-0.026123746687580066,1,0,0.5727926797423494,0,0.8791481280665769,0,False,False,False,True,False,False
1,1,0,-0.026123746687580066,0,0,3.0826026834217197,1,-0.584020387675433,1,False,False,False,True,False,False
0,2,0,-0.3201584205729497,1,1,0.7252294230388382,0,2.3423166438085867,0,False,True,False,True,False,False
0,3,1,-0.17314108363026487,0,0,-0.6546432209553085,0,-0.584020387675433,1,False,True,False,True,False,False
0,2,1,0.9294889434398711,1,1,0.7442840159508993,0,2.3423166438085867,0,False,True,False,False,True,False
1,3,0,-0.3201584205729497,0,0,-0.6578139052158756,0,-0.584020387675433,1,False,True,False,True,False,False
1,2,0,-0.46717575751563445,1,0,0.7252294230388382,0,0.8791481280665769,0,False,True,False,True,False,False
0,2,1,1.7380842966246375,0,0,-0.1893910367400949,0,-0.584020387675433,1,False,True,False,False,True,False
0,3,1,-0.6141930944583193,0,0,-0.7038650453657448,0,-0.584020387675433,1,False,True,False,True,False,False
0,3,1,-0.24664975210160728,0,0,-0.6546432209553085,0,-0.584020387675433,1,False,True,False,True,False,False
1,2,0,-0.026123746687580066,0,0,-0.31515134995969823,0,-0.584020387675433,1,True,False,False,True,False,False
1,2,0,-0.6141930944583193,1,1,0.9538845379835715,0,2.3423166438085867,0,False,True,False,True,False,False
0,3,1,2.2526449759240346,0,0,-0.7810361466595922,0,-0.584020387675433,1,False,True,False,False,False,True
1,2,0,0.41492826414047435,0,0,-0.2656094083883393,1,-0.584020387675433,1,False,True,False,False,True,False
1,3,0,0.047384921783762336,1,1,0.3079338382646999,0,2.3423166438085867,0,False,True,False,True,False,False
1,1,0,-1.0552451052863736,0,1,3.1626319736523762,1,0.8791481280665769,0,False,False,True,False,False,False
1,3,0,,2,0,0.5156289010061661,0,2.3423166438085867,0,True,False,False,False,False,False
0,1,1,1.1132606146182271,0,0,0.9157753521594493,1,-0.584020387675433,1,False,True,False,False,True,False
0,3,1,-1.0552451052863736,2,0,0.11548244985288282,0,2.3423166438085867,0,False,True,True,False,False,False
0,3,1,,0,0,-0.6546432209553085,0,-0.584020387675433,1,False,True,False,False,False,False
1,3,1,1.076506280382556,0,0,-0.6428903480471492,0,-0.584020387675433,1,False,True,False,False,True,False
